SurveyID,UserID,Any additional notes or comments,Are you openly identified at work as a person with a mental health issue?,Are you self-employed?,Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Describe the circumstances of the badly handled or unsupportive response.,Describe the circumstances of the supportive or well handled response.,Describe the conversation with coworkers you had about your mental health including their reactions.,"Describe the conversation you had with your employer about your mental health, including their reactions and what actions were taken to address your mental health issue/questions.",Describe the conversation you had with your previous coworkers about your mental health including their reactions.,"Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions.",Describe the conversation your coworker had with you about their mental health (please do not use names).,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever discuss your mental health with your previous employer?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Do you believe your productivity is ever affected by a mental health issue?,Do you currently have a mental health disorder?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you feel that your employer takes mental health as seriously as physical health?,Do you have a family history of mental illness?,Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you have previous employers?,Do you know local or online resources to seek help for a mental health issue?,Do you know the options for mental health care available under your employer-provided health coverage?,Do you know the options for mental health care your employer provides?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a mental health issue with your employer would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,Do you work remotely (outside of an office) at least 50% of the time?,Do you work remotely?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Does your employer provide resources to learn more about mental health issues and how to seek help?,Has being identified as a person with a mental health issue affected your career?,Has your employer ever discussed mental health as part of an employee wellness program?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Have you ever been diagnosed with a mental health disorder?,Have you ever discussed your mental health with coworkers?,Have you ever discussed your mental health with your employer?,Have you ever had a coworker discuss their or another coworker's mental health with you?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have you heard of or observed negative consequences for coworkers with mental health conditions in your workplace?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have your previous employers provided mental health benefits?,How easy is it for you to take medical leave for a mental health condition?,How has it affected your career?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If maybe, what condition(s) do you believe you have?","If there is anything else you would like to tell us that has not been covered by the survey questions, please use this space to do so.","If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?","If yes, what condition(s) have you been diagnosed with?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?","If you have a mental health condition, do you feel that it interferes with your work?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If you live in the United States, which state or territory do you live in?",Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,"Overall, how much importance did your previous employer place on mental health?","Overall, how much importance did your previous employer place on physical health?","Overall, how much importance does your employer place on mental health?","Overall, how much importance does your employer place on physical health?","Overall, how well do you think the tech industry supports employees with mental health issues?",Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Was your employer primarily a tech company/organization?,Were you aware of the options for mental health care provided by your previous employers?,What US state or territory do you work in?,What country do you live in?,What country do you work in?,What is your age?,What is your gender?,What is your race?,Which of the following best describes your work position?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you be willing to discuss a mental health issue with your coworkers?,Would you be willing to discuss a mental health issue with your direct supervisor(s)?,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),Would you bring up a mental health issue with a potential employer in an interview?,Would you bring up a physical health issue with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?
2014,1,-1,,-1,,,,,,,,,,,,,,,,,,,Yes,No,,,,,Not sure,,,No,,No,,No,,,Yes,Yes,,No,,,,,,1,,,No,,,,,Somewhat easy,,6-25,,,,,,,,Often,,,,,,,,,Illinois,Yes,1,,,,,,,,,,,United States,,37,Female,,,,Some of them,Yes,,No,Maybe,,,,,,
2014,2,-1,,-1,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,Maybe,,No,,No,,,Don't know,Don't know,,Don't know,,,,,,0,,,No,,,,,Don't know,,More than 1000,,,,,,,,Rarely,,,,,,,,,Indiana,Don't know,0,,,,,,,,,,,United States,,44,Male,,,,No,No,,No,No,,,,,,
2014,3,-1,,-1,,,,,,,,,,,,,,,,,,,No,No,,,,,No,,,No,,No,,No,,,No,No,,No,,,,,,0,,,No,,,,,Somewhat difficult,,6-25,,,,,,,,Rarely,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Canada,,32,Male,,,,Yes,Yes,,Yes,Yes,,,,,,
2014,4,-1,,-1,,,,,,,,,,,,,,,,,,,No,Yes,,,,,Yes,,,Yes,,Yes,,No,,,No,No,,No,,,,,,1,,,Yes,,,,,Somewhat difficult,,26-100,,,,,,,,Often,,,,,,,,,-1,No,1,,,,,,,,,,,United Kingdom,,31,Male,,,,Some of them,No,,Maybe,Maybe,,,,,,
2014,5,-1,,-1,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,No,,No,,Yes,,,Yes,Don't know,,Don't know,,,,,,0,,,No,,,,,Don't know,,100-500,,,,,,,,Never,,,,,,,,,Texas,Don't know,1,,,,,,,,,,,United States,,31,Male,,,,Some of them,Yes,,Yes,Yes,,,,,,
2014,6,-1,,-1,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,Not sure,,,No,,No,,No,,,Yes,Don't know,,No,,,,,,0,,,No,,,,,Don't know,,6-25,,,,,,,,Sometimes,,,,,,,,,Tennessee,Don't know,1,,,,,,,,,,,United States,,33,Male,,,,Yes,Yes,,No,Maybe,,,,,,
2014,7,-1,,-1,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,No,,,Maybe,,Maybe,,Yes,,,No,No,,No,,,,,,1,,,No,,,,,Somewhat difficult,,1-5,,,,,,,,Sometimes,,,,,,,,,Michigan,No,1,,,,,,,,,,,United States,,35,Female,,,,Some of them,No,,No,No,,,,,,
2014,8,-1,,-1,,,,,,,,,,,,,,,,,,,No,No,,,,,Yes,,,No,,No,,Yes,,,No,No,,No,,,,,,0,,,No,,,,,Don't know,,1-5,,,,,,,,Never,,,,,,,,,-1,Yes,1,,,,,,,,,,,Canada,,39,Male,,,,No,No,,No,No,,,,,,
2014,9,-1,,-1,,,,,,,,,,,,,,,,,,,No,Yes,,,,,Yes,,,Maybe,,No,,No,,,Yes,No,,No,,,,,,1,,,No,,,,,Very difficult,,100-500,,,,,,,,Sometimes,,,,,,,,,Illinois,No,1,,,,,,,,,,,United States,,42,Female,,,,Yes,Yes,,No,Maybe,,,,,,
2014,10,-1,,-1,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,,,No,,No,,No,,,Don't know,Don't know,,Don't know,,,,,,0,,,No,,,,,Don't know,,26-100,,,,,,,,Never,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Canada,,23,Male,,,,Yes,Yes,,Maybe,Maybe,,,,,,
2014,11,-1,,-1,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,No,,No,,Yes,,,Don't know,No,,No,,,,,,1,,,No,,,,,Don't know,,6-25,,,,,,,,Sometimes,,,,,,,,,Ohio,Don't know,1,,,,,,,,,,,United States,,31,Male,,,,Some of them,Yes,,No,No,,,,,,
2014,12,-1,,-1,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,Not sure,,,No,,No,,Yes,,,Don't know,No,,No,,,,,,0,,,No,,,,,Don't know,,100-500,,,,,,,,Never,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Bulgaria,,29,Male,,,,Yes,Yes,,Yes,Yes,,,,,,
2014,13,-1,,-1,,,,,,,,,,,,,,,,,,,No,Yes,,,,,Yes,,,Yes,,Yes,,No,,,Yes,No,,No,,,,,,1,,,Yes,,,,,Somewhat difficult,,26-100,,,,,,,,Sometimes,,,,,,,,,California,Don't know,0,,,,,,,,,,,United States,,42,Female,,,,Yes,Yes,,Maybe,Maybe,,,,,,
2014,14,"I'm not on my company's health insurance, which could be part of the reason I answered ""Don't know"" to so many questions.",,-1,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,Not sure,,,No,,No,,No,,,Don't know,Don't know,,No,,,,,,0,,,No,,,,,Don't know,,500-1000,,,,,,,,Never,,,,,,,,,Connecticut,Don't know,1,,,,,,,,,,,United States,,36,Male,,,,Yes,Yes,,No,No,,,,,,
2014,15,-1,,-1,,,,,,,,,,,,,,,,,,,Yes,No,,,,,Not sure,,,No,,No,,No,,,Don't know,Don't know,,Don't know,,,,,,0,,,No,,,,,Somewhat easy,,6-25,,,,,,,,Never,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Canada,,27,Male,,,,Some of them,Some of them,,Maybe,Yes,,,,,,
